"name","calories","protein","fat","price","spicy","type","taste","tags","position"
"水煮冒菜","380","10","14","12元","中辣","川菜","麻辣鲜香","中餐;素菜","风味餐厅四楼"
"豆花鸡","520","28","14","16.8元","微辣","豆花饭","鲜辣香嫩","中餐;主食;素菜;拌饭;高蛋白","风味餐厅四楼"
"豆花肥牛","580","24","22","16.8元","微辣","豆花饭","麻辣鲜香","中餐;主食;荤菜;素菜;拌饭;高蛋白;高脂","风味餐厅四楼"
"豆花酥肉","610","18","32","15.8元","微辣","豆花饭","香辣焦香","中餐;主食;荤菜;素菜;拌饭;高脂","风味餐厅四楼"
"豆花肉片","540","25","18","16.8元","微辣","豆花饭","滑嫩香辣","中餐;主食;荤菜;素菜;拌饭;高蛋白","风味餐厅四楼"
"武汉黑鸭煲","480","26","16","16元","中辣","砂锅/煲类","酱香黑鸭","中餐;汤品;荤菜;汤粥;高蛋白","风味餐厅四楼"
"牛肉大葱水饺","420","22","12","14元","不辣","手工水饺","鲜美大葱","中餐;面食;荤菜;饺子;高蛋白","风味餐厅四楼"
"牛肉香菇水饺","430","23","13","15元","不辣","手工水饺","香菇浓郁","中餐;面食;荤菜;素菜;饺子;高蛋白","风味餐厅四楼"
"牛肉芹菜水饺","410","22","11","15元","不辣","手工水饺","清爽芹菜","中餐;面食;荤菜;素菜;饺子;高蛋白","风味餐厅四楼"
"牛肉云吞","350","16","8","10元","不辣","面食汤品","鲜美清汤","中餐;汤品;面食;荤菜;面条;汤面;汤粥","风味餐厅四楼"
"青梅煮酒鸡饭","560","25","12","15.8元","不辣","炙烤烧肉饭","青梅微酸酒香","中餐;主食;荤菜;烤肉饭;高蛋白","风味餐厅四楼"
"青梅煮酒肥牛饭","650","22","24","15.8元","不辣","炙烤烧肉饭","青梅微酸酒香","中餐;主食;荤菜;烤肉饭;高蛋白;高脂;高热量","风味餐厅四楼"
"炙烤黑胶肥牛饭","680","23","26","15.8元","微辣","炙烤烧肉饭","黑椒咸香","中餐;主食;荤菜;烤肉饭;高蛋白;高脂;高热量","风味餐厅四楼"
"炙烤甜辣肥牛饭","690","22","25","15.8元","微辣","炙烤烧肉饭","甜辣浓郁","中餐;主食;荤菜;烤肉饭;高蛋白;高脂;高热量","风味餐厅四楼"
"炙烤酸菜肥牛饭","640","23","22","15.8元","微辣","炙烤烧肉饭","酸辣开胃","中餐;主食;荤菜;素菜;烤肉饭;高蛋白;高脂","风味餐厅四楼"
"炙烤泡菜肥牛饭","660","23","23","16.8元","微辣","炙烤烧肉饭","韩式酸辣","中餐;主食;荤菜;素菜;烤肉饭;高蛋白;高脂;高热量","风味餐厅四楼"
"传统脆皮鸡饭","680","26","28","14.8元","不辣","炙烤烧肉饭","外酥里嫩咸香","中餐;主食;荤菜;烤肉饭;脆皮鸡饭;高蛋白;高脂;高热量","风味餐厅四楼"
"传统烤肉饭","620","24","20","14.8元","不辣","炙烤烧肉饭","酱香炙烤","中餐;主食;荤菜;烤肉饭;高蛋白;高脂","风味餐厅四楼"
"传统双拼饭","690","26","25","15.8元","不辣","炙烤烧肉饭","双重酱香","中餐;主食;自选;荤菜;烤肉饭;高蛋白;高脂;高热量","风味餐厅四楼"
"甜辣鸡肉饭","590","26","14","15.8元","微辣","炙烤烧肉饭","甜辣鲜嫩","中餐;主食;荤菜;烤肉饭;高蛋白","风味餐厅四楼"
"黑椒嫩肉饭","580","25","16","16.8元","微辣","炙烤烧肉饭","黑椒滑嫩","中餐;主食;荤菜;烤肉饭;高蛋白","风味餐厅四楼"
"三杯鸡拌饭","610","27","18","16.8元","不辣","炙烤烧肉饭","罗勒酱香","中餐;主食;荤菜;拌饭;烤肉饭;高蛋白","风味餐厅四楼"
"肥牛米粉","540","20","18","15元","微辣","米粉","鲜美开胃","中餐;米粉;荤菜;高蛋白","风味餐厅四楼"
"肥牛土豆粉","560","20","19","15元","微辣","土豆粉","鲜美开胃","中餐;米粉;荤菜;素菜;土豆粉;高蛋白","风味餐厅四楼"
"酥肉米粉","580","15","26","15元","微辣","米粉","焦香浓郁","中餐;米粉;荤菜;高脂","风味餐厅四楼"
"酥肉土豆粉","600","15","27","15元","微辣","土豆粉","焦香浓郁","中餐;米粉;荤菜;素菜;土豆粉;高脂","风味餐厅四楼"
"巴沙鱼米粉","450","22","12","15元","微辣","米粉","鲜嫩清爽","中餐;米粉;荤菜;高蛋白","风味餐厅四楼"
"巴沙鱼土豆粉","470","22","13","15元","微辣","土豆粉","鲜嫩清爽","中餐;米粉;荤菜;素菜;土豆粉;高蛋白","风味餐厅四楼"
"丸子米粉","480","14","15","13元","微辣","米粉","咸鲜Q弹","中餐;米粉","风味餐厅四楼"
"丸子土豆粉","500","14","16","13元","微辣","土豆粉","咸鲜Q弹","中餐;米粉;素菜;土豆粉","风味餐厅四楼"
"时蔬米粉","360","6","4","11元","微辣","米粉","清爽解腻","中餐;米粉;素菜","风味餐厅四楼"
"时蔬土豆粉","380","6","5","11元","微辣","土豆粉","清爽解腻","中餐;米粉;素菜;土豆粉","风味餐厅四楼"
"黄焖鸡米饭","620","28","18","15元","微辣","黄焖系列","酱香浓郁","中餐;主食;高蛋白","风味餐厅四楼"
"黄焖梅花骨","650","26","24","18元","微辣","黄焖系列","酱香浓郁","中餐;高蛋白;高脂;高热量","风味餐厅四楼"
"黄焖小酥肉","680","18","34","15元","微辣","黄焖系列","酱香酥嫩","中餐;荤菜;高脂;高热量","风味餐厅四楼"
"黄焖巴沙鱼","510","24","14","15元","微辣","黄焖系列","酱香鲜嫩","中餐;荤菜;高蛋白","风味餐厅四楼"
"鱼豆腐肥牛","640","22","25","15元","微辣","黄焖系列","咸鲜酱香","中餐;荤菜;素菜;高蛋白;高脂","风味餐厅四楼"
"娃娃菜肥牛","580","21","22","15元","微辣","黄焖系列","咸鲜解腻","中餐;荤菜;素菜;高蛋白;高脂","风味餐厅四楼"
"黄焖鸡柳","590","25","16","15元","微辣","黄焖系列","酱香滑嫩","中餐;荤菜;高蛋白","风味餐厅四楼"
"金针菇肥牛","570","21","23","14元","微辣","黄焖系列","咸鲜开胃","中餐;荤菜;素菜;高蛋白;高脂","风味餐厅四楼"
"土豆片肥牛","630","20","22","13元","微辣","黄焖系列","酱香软糯","中餐;荤菜;素菜;高蛋白;高脂","风味餐厅四楼"
"茄子加肥牛","610","19","25","13元","微辣","黄焖系列","油润酱香","中餐;荤菜;素菜;高脂","风味餐厅四楼"
"老北京烤鸭套餐","720","28","34","18.8元","不辣","套餐","酱香油润","中餐;主食;荤菜;套餐;高蛋白;高脂;高热量","风味餐厅四楼"
"烤鸭架","380","18","22","6元","不辣","单点","焦香咸鲜","中餐;小吃;荤菜;加料;高脂","风味餐厅四楼"
"鲍汁招牌鸡","320","25","12","16元","可选择","荤菜","咸鲜/酱香/微辣/辣","中餐;荤菜;素菜;高蛋白","风味餐厅四楼"
"鲍汁金牌鱼","280","22","8","16元","可选择","荤菜","咸鲜/酱香/微辣/辣","中餐;荤菜;素菜;高蛋白","风味餐厅四楼"
"鲍汁秘制牛柳","310","24","10","16元","可选择","荤菜","咸鲜/酱香/微辣/辣","中餐;荤菜;素菜;高蛋白","风味餐厅四楼"
"鲍汁鸡米花","420","18","22","16元","可选择","荤菜","咸鲜/酱香/微辣/辣","中餐;小吃;荤菜;素菜;炸鸡;高脂","风味餐厅四楼"
"鲍汁秘制肥牛","380","20","25","16元","可选择","荤菜","咸鲜/酱香/微辣/辣","中餐;荤菜;素菜;高蛋白;高脂","风味餐厅四楼"
"鲍汁乌冬面","350","8","4","14元","可选择","主食","咸鲜/酱香/微辣/辣","中餐;主食;面食","风味餐厅四楼"
"鲍汁小酥肉","450","15","28","16元","可选择","荤菜","咸鲜/酱香/微辣/辣","中餐;荤菜;素菜;高脂","风味餐厅四楼"
"鲍汁鱼豆腐","210","12","9","13元","可选择","素菜","咸鲜/酱香/微辣/辣","中餐;素菜;低热量","风味餐厅四楼"
"脆皮雪鱼排饭","580","22","18","17.8元","不辣","主食","鲜美","中餐;主食;高蛋白","风味餐厅四楼"
"黑椒脆皮鸡排咔滋脆饭","620","25","22","17.8元","微辣","主食","黑椒味","中餐;主食;荤菜;脆皮鸡饭;炸鸡;高蛋白;高脂","风味餐厅四楼"
"千岛脆皮鸡排咔滋脆饭","650","24","26","17.8元","不辣","主食","千岛酱味","中餐;主食;荤菜;脆皮鸡饭;炸鸡;高蛋白;高脂;高热量","风味餐厅四楼"
"照烧脆皮鸡排咔滋脆饭","610","25","20","17.8元","不辣","主食","照烧味","中餐;主食;荤菜;脆皮鸡饭;炸鸡;高蛋白;高脂","风味餐厅四楼"
"沙拉脆皮鸡排咔滋脆饭","640","24","25","17.8元","不辣","主食","沙拉酱味","中餐;主食;荤菜;脆皮鸡饭;炸鸡;高蛋白;高脂","风味餐厅四楼"
"番茄脆皮鸡排咔滋脆饭","600","24","20","17.8元","不辣","主食","酸甜番茄味","中餐;主食;荤菜;素菜;脆皮鸡饭;炸鸡;高蛋白;高脂","风味餐厅四楼"
"咖喱脆皮鸡排咔滋脆饭","630","25","21","17.8元","微辣","主食","咖喱味","中餐;主食;荤菜;脆皮鸡饭;炸鸡;高蛋白;高脂","风味餐厅四楼"
"甜辣脆皮鸡排咔滋脆饭","620","24","20","17.8元","微辣","主食","甜辣味","中餐;主食;荤菜;脆皮鸡饭;炸鸡;高蛋白;高脂","风味餐厅四楼"
"蜂蜜芥末脆皮鸡排咔滋脆饭","640","24","24","17.8元","不辣","主食","蜂蜜芥末味","中餐;主食;荤菜;脆皮鸡饭;炸鸡;高蛋白;高脂","风味餐厅四楼"
"单加烤肠","150","5","12","2元","不辣","小吃","咸香","中餐;小吃;加料;低热量","风味餐厅四楼"
"单加鸡排","320","18","16","8元","不辣","小吃","咸香","中餐;小吃;荤菜;炸鸡;加料","风味餐厅四楼"
"单加煎蛋","90","7","6","2元","不辣","小吃","原味","中餐;小吃;蛋类;加料;低热量","风味餐厅四楼"
"单加鱼排","280","15","14","8元","不辣","小吃","鲜美","中餐;小吃;加料","风味餐厅四楼"
"单加小酥肉","350","12","24","8元","可选择","小吃","咸香/麻辣","中餐;小吃;荤菜;加料;高脂","风味餐厅四楼"
"单加脆皮鸡排","320","18","16","8元","不辣","小吃","咸香","中餐;小吃;荤菜;炸鸡;加料","风味餐厅四楼"
"单加上校鸡块","290","14","18","8元","不辣","小吃","咸香","中餐;小吃;荤菜;炸鸡;加料","风味餐厅四楼"
"单加卤蛋","80","7","5","1.5元","不辣","小吃","卤香味","中餐;小吃;蛋类;加料;低热量","风味餐厅四楼"
"照烧芝士焗饭","680","26","24","22元","不辣","主食","照烧芝士味","中餐;主食;焗饭;高蛋白;高脂;高热量","风味餐厅四楼"
"番茄芝士焗饭","660","24","23","22元","不辣","主食","酸甜番茄芝士味","中餐;主食;素菜;焗饭;高蛋白;高脂;高热量","风味餐厅四楼"
"黑椒芝士焗饭","690","26","25","22元","微辣","主食","黑椒芝士味","中餐;主食;焗饭;高蛋白;高脂;高热量","风味餐厅四楼"
"千岛芝士焗饭","720","25","30","22元","不辣","主食","千岛酱芝士味","中餐;主食;焗饭;高蛋白;高脂;高热量","风味餐厅四楼"
"甜辣芝士焗饭","690","25","24","22元","微辣","主食","甜辣芝士味","中餐;主食;焗饭;高蛋白;高脂;高热量","风味餐厅四楼"
"沙拉芝士焗饭","710","25","29","22元","不辣","主食","沙拉酱芝士味","中餐;主食;焗饭;高蛋白;高脂;高热量","风味餐厅四楼"
"咖喱芝士焗饭","700","26","25","22元","微辣","主食","咖喱芝士味","中餐;主食;焗饭;高蛋白;高脂;高热量","风味餐厅四楼"
"蜂蜜芥末芝士焗饭","710","25","28","22元","不辣","主食","蜂蜜芥末芝士味","中餐;主食;焗饭;高蛋白;高脂;高热量","风味餐厅四楼"
"小酥肉芝士焗饭","780","22","35","22元","可选择","主食","咸香芝士味","中餐;主食;荤菜;焗饭;高蛋白;高脂;高热量","风味餐厅四楼"
"照烧鸡排","580","24","18","15元","不辣","主食","照烧味","中餐;主食;荤菜;炸鸡;高蛋白","风味餐厅四楼"
"韩式拌饭","520","15","12","15元","微辣","主食","甜辣酱味","中餐;主食;拌饭","风味餐厅四楼"
"照烧酥肉","620","18","26","15元","不辣","主食","照烧味","中餐;主食;荤菜;高脂","风味餐厅四楼"
"咖喱鸡肉","550","22","15","15元","微辣","主食","咖喱味","中餐;主食;荤菜;高蛋白","风味餐厅四楼"
"香煎肥牛","650","21","28","15元","不辣","主食","咸香","中餐;主食;荤菜;高蛋白;高脂;高热量","风味餐厅四楼"
"黑椒烧肉","610","20","24","15元","微辣","主食","黑椒味","中餐;主食;荤菜;高蛋白;高脂","风味餐厅四楼"
"孜然肥牛盖饭","680","22","29","16元","微辣","主食","孜然风味","中餐;主食;荤菜;盖饭;高蛋白;高脂;高热量","风味餐厅四楼"
"孜然肥牛拌饭","680","22","29","16元","微辣","主食","孜然风味","中餐;主食;荤菜;拌饭;高蛋白;高脂;高热量","风味餐厅四楼"
"黑椒牛柳盖饭","600","25","18","16元","微辣","主食","黑椒味","中餐;主食;荤菜;盖饭;高蛋白","风味餐厅四楼"
"黑椒牛柳拌饭","600","25","18","16元","微辣","主食","黑椒味","中餐;主食;荤菜;拌饭;高蛋白","风味餐厅四楼"
"山西麻辣拌","550","15","22","16元","可选择","主食","酸甜辣/麻辣/中辣/特辣","中餐;主食;高脂","风味餐厅四楼"
"单加肉肠","150","5","12","3元","不辣","小吃","咸香","中餐;小吃;荤菜;加料;低热量","风味餐厅四楼"
"单加肉丸","120","6","8","3元","不辣","小吃","咸香","中餐;小吃;荤菜;加料;低热量","风味餐厅四楼"
"单加卤蛋","80","7","5","1.5元","不辣","小吃","卤香味","中餐;小吃;蛋类;加料;低热量","风味餐厅四楼"
"单加煎蛋","90","7","6","2元","不辣","小吃","原味","中餐;小吃;蛋类;加料;低热量","风味餐厅四楼"
"单加大鸡腿","280","24","14","10元","不辣","小吃","鲜香","中餐;小吃;荤菜;加料;高蛋白","风味餐厅四楼"
"单加鸭腿","260","20","16","8元","不辣","小吃","鲜香","中餐;小吃;荤菜;加料;高蛋白","风味餐厅四楼"
"单加猪排","310","18","20","10元","不辣","小吃","咸香","中餐;小吃;荤菜;加料;高脂","风味餐厅四楼"
"隆江猪脚饭","650","28","35","18.8元","否","主食","咸鲜卤香","中餐;主食;荤菜;高蛋白;高脂;高热量","风味餐厅四楼"
"隆江肥肠饭","620","20","38","19.8元","否","主食","肥美香浓","中餐;主食;荤菜;高蛋白;高脂","风味餐厅四楼"
"猪耳饭","550","26","22","18.8元","否","主食","脆嫩咸香","中餐;主食;荤菜;高蛋白;高脂","风味餐厅四楼"
"猪蹄筋饭","580","30","18","18.8元","否","主食","软糯Q弹","中餐;主食;荤菜;高蛋白","风味餐厅四楼"
"卤汁叉烧酱猪脚饭","700","29","38","18.8元","否","主食","酱香微甜","中餐;主食;荤菜;高蛋白;高脂;高热量","风味餐厅四楼"
"卤汁叉烧酱五花肉饭","750","22","48","18.8元","否","主食","酱浓油润","中餐;主食;荤菜;高蛋白;高脂;高热量","风味餐厅四楼"
"卤肉面","520","20","18","15元","否","主食","咸鲜入味","中餐;主食;面食;荤菜;高蛋白","风味餐厅四楼"
"正宗板面","480","14","12","12元","是","主食","浓香麻辣","中餐;主食;面食","风味餐厅四楼"
"黄金酥脆猪排饭","680","24","28","16.8元","否","主食","酥脆咸香","中餐;主食;荤菜;高蛋白;高脂;高热量","风味餐厅四楼"
"豆干饭","420","15","10","12元","否","主食","咸鲜入味","中餐;主食","风味餐厅四楼"
"肉丸饭","550","18","18","14元","否","主食","鲜嫩多汁","中餐;主食;荤菜","风味餐厅四楼"
"肉肠饭","600","16","26","14元","否","主食","咸香丰厚","中餐;主食;荤菜;高脂","风味餐厅四楼"
"鸭腿饭","580","25","20","15元","否","主食","卤香浓郁","中餐;主食;荤菜;高蛋白;高脂","风味餐厅四楼"
"大鸡腿饭","620","28","18","16元","否","主食","鲜美多汁","中餐;主食;荤菜;高蛋白","风味餐厅四楼"
"卤汁肉饭","580","18","22","16元","否","主食","酱香浓郁","中餐;主食;荤菜;高脂","风味餐厅四楼"
"五花肉饭","720","20","45","18元","否","主食","肥而不腻","中餐;主食;荤菜;高蛋白;高脂;高热量","风味餐厅四楼"
"牛肉拼牛肚","520","32","14","18.8元","否","主食","香韧咸鲜","中餐;主食;荤菜;高蛋白","风味餐厅四楼"
"广味腊肠笼仔饭","650","18","22","18元","否","主食","微甜咸香","中餐;主食;高脂;高热量","教工餐厅一楼"
"川味腊肠笼仔饭","650","18","23","18元","中辣","主食","麻辣咸香","中餐;主食;高脂;高热量","教工餐厅一楼"
"鸡排笼仔饭","620","22","18","17元","否","主食","咸鲜酥嫩","中餐;主食;荤菜;炸鸡;高蛋白","教工餐厅一楼"
"口水鸡笼仔饭","580","24","16","16元","中辣","主食","麻辣鲜香","中餐;主食;荤菜;高蛋白","教工餐厅一楼"
"手撕鸡笼仔饭","550","25","12","16元","否","主食","咸鲜清爽","中餐;主食;高蛋白","教工餐厅一楼"
"白切鸡笼仔饭","540","26","11","16元","否","主食","原汁原味","中餐;主食;高蛋白","教工餐厅一楼"
"烧鸭笼仔饭","680","20","28","17元","否","主食","肥美咸香","中餐;主食;荤菜;高蛋白;高脂;高热量","教工餐厅一楼"
"叉烧笼仔饭","660","22","20","18元","否","主食","蜜汁咸甜","中餐;主食;荤菜;高蛋白;高脂;高热量","教工餐厅一楼"
"广味腊肠","180","5","16","4元 / 个","否","单点","微甜咸香","中餐;小吃;加料;低热量","教工餐厅一楼"
"煎鸡蛋","90","6","7","2元 / 个","否","单点","焦香咸鲜","中餐;小吃;蛋类;加料;低热量","教工餐厅一楼"
"肉肠","150","6","12","4元 / 个","否","单点","咸鲜肉香","中餐;小吃;荤菜;加料;低热量","教工餐厅一楼"
"单加肉类","200","15","12","10元 / 份","否","单点","咸鲜味美","中餐;小吃;荤菜;加料;低热量","教工餐厅一楼"
"鸡腿","220","18","10","12元 / 个","否","单点","鲜嫩多汁","中餐;小吃;荤菜;加料;低热量","教工餐厅一楼"
"鸭腿","260","16","18","12元 / 个","否","单点","肥嫩醇香","中餐;小吃;荤菜;加料","教工餐厅一楼"
"招牌烧鸭饭","680","20","28","16元","否","主食","肥美咸香","中餐;主食;荤菜;高蛋白;高脂;高热量","教工餐厅一楼"
"蜜汁鸡腿饭","620","26","14","15元","否","主食","蜜汁咸甜","中餐;主食;荤菜;高蛋白","教工餐厅一楼"
"葱姜白切鸡饭","560","26","12","15元","否","主食","葱香咸鲜","中餐;主食;高蛋白","教工餐厅一楼"
"脆皮鸭腿饭","720","22","32","16元","否","主食","皮脆肉嫩","中餐;主食;荤菜;高蛋白;高脂;高热量","教工餐厅一楼"
"烧汁肉卷饭","600","18","18","15元","否","主食","酱香浓郁","中餐;主食;荤菜","教工餐厅一楼"
"广味腊肠饭","650","18","22","17元","否","主食","微甜咸香","中餐;主食;高脂;高热量","教工餐厅一楼"
"老娘叉烧饭","660","22","20","17元","否","主食","甜咸适口","中餐;主食;荤菜;高蛋白;高脂;高热量","教工餐厅一楼"
"川味腊肠饭","650","18","23","17元","中辣","主食","麻辣咸香","中餐;主食;高脂;高热量","教工餐厅一楼"
"迷你手撕鸡饭","450","20","9","15元","否","主食","咸鲜清爽","中餐;主食;高蛋白","教工餐厅一楼"
"番茄鸡排饭","640","21","16","16元","否","主食","酸甜开胃","中餐;主食;荤菜;素菜;炸鸡;高蛋白","教工餐厅一楼"
"隆江猪脚饭","780","25","35","18元","否","主食","软糯酱香","中餐;主食;荤菜;高蛋白;高脂;高热量","教工餐厅一楼"
"香辣烤鸡腿饭","630","26","15","15元","微辣","主食","香辣浓郁","中餐;主食;荤菜;高蛋白","教工餐厅一楼"
"黑椒鸡排饭","650","22","18","16元","微辣","主食","黑椒咸香","中餐;主食;荤菜;炸鸡;高蛋白;高热量","教工餐厅一楼"
"脆皮五花肉饭","750","18","36","18元","否","主食","酥脆油香","中餐;主食;荤菜;高脂;高热量","教工餐厅一楼"
"麻辣口水鸡饭","580","24","16","15元","中辣","主食","麻辣鲜香","中餐;主食;荤菜;高蛋白","教工餐厅一楼"
"沙拉鸡排饭","680","21","22","16元","否","主食","香甜解腻","中餐;主食;荤菜;炸鸡;高蛋白;高脂;高热量","教工餐厅一楼"
"任意双拼饭","700","23","26","19元","否","主食","双重风味","中餐;主食;自选;高蛋白;高脂;高热量","教工餐厅一楼"
"椒麻牛肉饭","620","28","15","18.8元","微辣","主食","椒麻咸香","中餐;主食;荤菜;高蛋白","教工餐厅一楼"
"招牌卤肉饭","720","22","32","17元","否","主食","酱香浓郁","中餐;主食;荤菜;高蛋白;高脂;高热量","教工餐厅一楼"
"孜然炸鸡饭","680","24","20","15元","否","主食","孜然焦香","中餐;主食;荤菜;炸鸡;高蛋白;高脂;高热量","教工餐厅一楼"
"特色口水鸡饭","580","25","16","16元","中辣","主食","麻辣鲜香","中餐;主食;荤菜;高蛋白","教工餐厅一楼"
"酱香牛肉饭","620","28","14","18.8元","否","主食","酱香醇厚","中餐;主食;荤菜;高蛋白","教工餐厅一楼"
"卤汁豆干饭","500","18","12","12元","否","主食","咸香入味","中餐;主食","教工餐厅一楼"
"椒麻鸭杂饭","590","22","16","15.8元","微辣","主食","椒麻脆嫩","中餐;主食;荤菜;高蛋白","教工餐厅一楼"
"可乐翅根饭","610","24","14","15.8元","否","主食","甜咸适口","中餐;饮品;主食;饮料;高蛋白;普通能量","教工餐厅一楼"
"卤汁鸡腿饭","620","26","14","15元","否","主食","酱香多汁","中餐;主食;荤菜;高蛋白","教工餐厅一楼"
"金牌肘子饭","780","24","36","18元","否","主食","肥而不腻","中餐;主食;荤菜;高蛋白;高脂;高热量","教工餐厅一楼"
"卤汁肉肠饭","640","18","22","15元","否","主食","咸肉酱香","中餐;主食;荤菜;高脂","教工餐厅一楼"
"秘卤排骨饭","680","23","24","18.8元","否","主食","排骨醇香","中餐;主食;荤菜;高蛋白;高脂;高热量","教工餐厅一楼"
"椒麻猪头肉饭","750","20","35","18.8元","微辣","主食","脆嫩椒麻","中餐;主食;荤菜;高蛋白;高脂;高热量","教工餐厅一楼"
"大块红烧肉饭","790","21","38","18元","否","主食","软糯香甜","中餐;主食;荤菜;烤肉饭;高蛋白;高脂;高热量","教工餐厅一楼"
"香卤猪蹄饭","760","26","32","18元","否","主食","软糯酱香","中餐;主食;荤菜;高蛋白;高脂;高热量","教工餐厅一楼"
"广式腊肠饭","650","18","22","15元","否","主食","微甜咸香","中餐;主食;高脂;高热量","教工餐厅一楼"
"椒麻脆骨饭","580","20","16","15元","微辣","主食","椒麻嘎嘣脆","中餐;主食;高蛋白","教工餐厅一楼"
"椒麻鸭板肠饭","560","21","14","18元","微辣","主食","爽脆椒麻","中餐;主食;荤菜;高蛋白","教工餐厅一楼"
"卤汁鸡排饭","640","22","18","15元","否","主食","酥嫩卤香","中餐;主食;荤菜;炸鸡;高蛋白","教工餐厅一楼"
"家常糖醋肉饭","690","20","22","15.8元","否","主食","酸甜可口","中餐;主食;荤菜;高蛋白;高脂;高热量","教工餐厅一楼"
"一品黑鸭饭","630","22","18","15.8元","微辣","主食","酱辣咸香","中餐;主食;荤菜;高蛋白","教工餐厅一楼"
"椒麻五花肉饭","760","18","36","18元","微辣","主食","肥油椒麻","中餐;主食;荤菜;高脂;高热量","教工餐厅一楼"
"农家一碗香饭","670","22","24","17元","中辣","主食","豉香浓郁","中餐;主食;高蛋白;高脂;高热量","教工餐厅一楼"
"农家小炒肉饭","660","20","25","17元","中辣","主食","香辣鲜嫩","中餐;主食;荤菜;小炒;高蛋白;高脂;高热量","教工餐厅一楼"
"外婆菜炒鸡蛋饭","580","16","18","14元","微辣","主食","咸香下饭","中餐;主食;蛋类;素菜","教工餐厅一楼"
"鹿茸菌小炒肉饭","630","21","22","16元","中辣","主食","菌香鲜辣","中餐;主食;荤菜;素菜;小炒;高蛋白;高脂","教工餐厅一楼"
"爆炒小公鸡饭","620","25","16","17元","重辣","主食","麻辣爆香","中餐;主食;高蛋白","教工餐厅一楼"
"小炒黄牛肉饭","640","28","15","18.8元","中辣","主食","鲜辣嫩滑","中餐;主食;荤菜;小炒;高蛋白","教工餐厅一楼"
"农家腐竹炒肉饭","610","22","18","16元","微辣","主食","豆香肉鲜","中餐;主食;荤菜;素菜;高蛋白","教工餐厅一楼"
"小炒千叶豆腐饭","550","18","14","16元","中辣","主食","香辣脆嫩","中餐;主食;素菜;小炒","教工餐厅一楼"
"卤豆干","90","7","4","3元","否","单点","咸香入味","中餐;小吃;加料;低热量","教工餐厅一楼"
"卤蛋","80","6","5","2.5元","否","单点","酱香浓郁","中餐;小吃;蛋类;加料;低热量","教工餐厅一楼"
"卤鸡腿","180","18","8","6元","否","单点","咸鲜多汁","中餐;小吃;荤菜;加料;低热量","教工餐厅一楼"
"卤鸭腿","220","16","14","8元","否","单点","肥嫩酱香","中餐;小吃;荤菜;加料;低热量","教工餐厅一楼"
"苗香掉渣饼","320","8","12","5元","否","主食","酱香酥脆","中餐;主食","教工餐厅一楼"
"宽片(苗香掉渣饼加料)","40","1","0.5","1元","否","单点","软糯原味","中餐;小吃;加料;低热量","教工餐厅一楼"
"鸡蛋(苗香掉渣饼加料)","75","6","5","2元","否","单点","鲜嫩原味","中餐;小吃;蛋类;加料;低热量","教工餐厅一楼"
"烤肠(苗香掉渣饼加料)","140","5","11","2元","否","单点","焦香肉香","中餐;小吃;荤菜;加料;低热量","教工餐厅一楼"
"培根(苗香掉渣饼加料)","90","4","8","2元","否","单点","咸香熏风","中餐;小吃;荤菜;加料;低热量","教工餐厅一楼"
"蟹排(苗香掉渣饼加料)","80","4","2","2元","否","单点","鲜甜软嫩","中餐;小吃;荤菜;加料;低热量","教工餐厅一楼"
"肉松(苗香掉渣饼加料)","120","8","5","3元","否","单点","咸甜酥松","中餐;小吃;荤菜;加料;低热量","教工餐厅一楼"
"鸡肉肠(苗香掉渣饼加料)","110","7","6","3元","否","单点","咸鲜醇香","中餐;小吃;荤菜;加料;低热量","教工餐厅一楼"
"脆骨肠(苗香掉渣饼加料)","130","6","9","3元","否","单点","咸香脆口","中餐;小吃;加料;低热量","教工餐厅一楼"
"土豆丝(苗香掉渣饼加料)","85","1.5","3","2元","否","单点","清脆咸鲜","中餐;小吃;素菜;加料;低热量","教工餐厅一楼"
"里脊肉串(苗香掉渣饼加料)","140","12","6","3元","否","单点","鲜嫩酱香","中餐;小吃;荤菜;加料;低热量","教工餐厅一楼"
"雪花鸡排(苗香掉渣饼加料)","220","14","12","5元","否","单点","酥脆鲜美","中餐;小吃;荤菜;炸鸡;加料;低热量","教工餐厅一楼"
"黑椒纯肉肠(苗香掉渣饼加料)","180","10","13","5元","微辣","单点","黑椒浓郁","中餐;小吃;荤菜;加料;低热量","教工餐厅一楼"
"奥尔良鸡腿肉(苗香掉渣饼加料)","160","15","8","5元","否","单点","奥尔良风味","中餐;小吃;荤菜;加料;低热量","教工餐厅一楼"
"手抓饼","300","6","14","5元","否","主食","面香酥脆","中餐;主食;面食","教工餐厅一楼"
"烤冷面","350","8","8","7元","否","主食","酸甜咸香","中餐;主食;面食","教工餐厅一楼"
"宽片(手抓饼/烤冷面加料)","40","1","0.5","1元","否","单点","软糯原味","中餐;面食;小吃;加料;低热量","教工餐厅一楼"
"烤肠(手抓饼/烤冷面加料)","140","5","11","2元","否","单点","焦香肉香","中餐;面食;小吃;荤菜;加料;低热量","教工餐厅一楼"
"培根(手抓饼/烤冷面加料)","90","4","8","2元","否","单点","咸香熏风","中餐;面食;小吃;荤菜;加料;低热量","教工餐厅一楼"
